Seed,Feature_Type,Label,Train_Loss,Train_Accuracy,Train_ROC_AUC,Test_Loss,Test_Accuracy,Test_ROC_AUC,Weight_Norm,Cosine_Sim_Input_Error,Cosine_Sim_Input_Combined,Cosine_Sim_Error_Combined,Top_k_Indices
33,sae_input,target,0.007782198830401849,1.0,1.0,1.7802390864895397,0.706,0.7586731637823575,2.480111598968506,0.5128244757652283,0.5135684013366699,0.9993035793304443,
33,sae_diff,target,0.011704558770659883,1.0,1.0,1.3046241723422332,0.722,0.7753962215279016,2.9590344429016113,0.5128244757652283,0.5135684013366699,0.9993035793304443,
33,sae_acts_post,target,0.015506626211492368,1.0,1.0,1.844957883930308,0.706,0.7509834712081722,4.4771904945373535,,,,
33,sae_acts_and_error,target,0.0117359370990462,1.0,1.0,1.3050448106277313,0.724,0.7757199980573408,2.961965799331665,0.5128244757652283,0.5135684013366699,0.9993035793304443,"[15077, 3935, 10744]"
34,sae_input,target,0.007702725447260696,1.0,1.0,2.0035904795243913,0.672,0.7193075089201427,2.46671462059021,0.520598828792572,0.5208632946014404,0.9994772672653198,
34,sae_diff,target,0.010868293899920172,1.0,1.0,1.5386627778702875,0.702,0.7372757964127425,2.8776824474334717,0.520598828792572,0.5208632946014404,0.9994772672653198,
34,sae_acts_post,target,0.015514911760866848,1.0,1.0,2.05887914450243,0.68,0.7301076817229075,4.500588893890381,,,,
34,sae_acts_and_error,target,0.010859382624370216,1.0,1.0,1.5315561235049908,0.698,0.738859821757148,2.8766543865203857,0.520598828792572,0.5208632946014404,0.9994772672653198,"[690, 10851, 7985]"
35,sae_input,target,0.007690357034454236,1.0,1.0,1.8761724604330092,0.714,0.7419117175988212,2.4652295112609863,0.542691171169281,0.5436009764671326,0.9983654022216797,
35,sae_diff,target,0.01037092443902285,1.0,1.0,1.5719561929657784,0.646,0.7145717214427574,2.8358991146087646,0.542691171169281,0.5436009764671326,0.9983654022216797,
35,sae_acts_post,target,0.015196186698305357,1.0,1.0,1.9454162896165927,0.668,0.7131462617720546,4.427191734313965,,,,
35,sae_acts_and_error,target,0.010342069152927054,1.0,1.0,1.588514140642468,0.654,0.7130661797680825,2.832550525665283,0.542691171169281,0.5436009764671326,0.9983654022216797,"[15935, 9973, 14788]"
36,sae_input,target,0.008106827794574703,1.0,1.0,1.7343739925213342,0.718,0.7592503680942323,2.5202436447143555,0.5027371644973755,0.5052446126937866,0.9982108473777771,
36,sae_diff,target,0.011264643123137238,1.0,1.0,1.4380178093025564,0.686,0.7398534024710326,2.9272961616516113,0.5027371644973755,0.5052446126937866,0.9982108473777771,
36,sae_acts_post,target,0.01562789231365875,1.0,1.0,1.9038499526733486,0.688,0.7271141412201524,4.639708995819092,,,,
36,sae_acts_and_error,target,0.011192737117201392,1.0,1.0,1.4286934418975203,0.686,0.7418219064080405,2.921339273452759,0.5027371644973755,0.5052446126937866,0.9982108473777771,"[13716, 12330, 2681]"
37,sae_input,target,0.008034408940196478,1.0,1.0,1.8722373694539702,0.72,0.7516708437761069,2.503009796142578,0.5221242308616638,0.5243589878082275,0.99834805727005,
37,sae_diff,target,0.0116448180734712,1.0,1.0,1.404632624184066,0.702,0.747606194974616,2.9455971717834473,0.5221242308616638,0.5243589878082275,0.99834805727005,
37,sae_acts_post,target,0.01533947092318942,1.0,0.9999999999999999,1.7432155613085343,0.698,0.7268973716342136,4.438673973083496,,,,
37,sae_acts_and_error,target,0.011668508226850753,1.0,1.0,1.3962679268058769,0.698,0.7490039200565517,2.9478845596313477,0.5221242308616638,0.5243589878082275,0.99834805727005,"[14132, 15901, 9850]"
38,sae_input,target,0.007507176580552815,1.0,1.0,1.523208423551674,0.746,0.8018914723720214,2.457908868789673,0.5245252847671509,0.5258454084396362,0.9993201494216919,
38,sae_diff,target,0.011104668927333222,1.0,1.0,1.3734997345426871,0.7,0.756188891200333,2.9101035594940186,0.5245252847671509,0.5258454084396362,0.9993201494216919,
38,sae_acts_post,target,0.01505632351385147,1.0,1.0,1.5420847991481132,0.678,0.747355619209166,4.317407131195068,,,,
38,sae_acts_and_error,target,0.011075999138850797,1.0,1.0,1.3763082666947575,0.69,0.7547486838104688,2.9078383445739746,0.5245252847671509,0.5258454084396362,0.9993201494216919,"[6426, 13716, 2003]"
39,sae_input,target,0.008150557981157089,1.0,1.0,1.5966587342924548,0.744,0.7764312243852459,2.5240824222564697,0.5169790387153625,0.5180724859237671,0.9993937611579895,
39,sae_diff,target,0.011467955596748645,1.0,1.0,1.4169774953198817,0.688,0.7421714907786885,2.932955741882324,0.5169790387153625,0.5180724859237671,0.9993937611579895,
39,sae_acts_post,target,0.01568265378477969,1.0,1.0,1.6183643041656706,0.732,0.7612945056352458,4.547584056854248,,,,
39,sae_acts_and_error,target,0.01145757472312879,1.0,1.0,1.4239193430257258,0.694,0.7410988729508197,2.9319138526916504,0.5169790387153625,0.5180724859237671,0.9993937611579895,"[13716, 4810, 3672]"
40,sae_input,target,0.008031723215092771,1.0,0.9999999999999999,1.6406009231892258,0.716,0.7646643902595425,2.5046329498291016,0.527076005935669,0.5267842411994934,0.9992087483406067,
40,sae_diff,target,0.01062946063941203,1.0,1.0,1.51715213917544,0.694,0.739110918738678,2.858525514602661,0.527076005935669,0.5267842411994934,0.9992087483406067,
40,sae_acts_post,target,0.015447783880063053,1.0,1.0,1.6007596078991841,0.706,0.7564244377114093,4.564977169036865,,,,
40,sae_acts_and_error,target,0.010647545582650374,1.0,1.0,1.5114528019049671,0.692,0.7397842222542843,2.860008716583252,0.527076005935669,0.5267842411994934,0.9992087483406067,"[3935, 14162, 9620]"
41,sae_input,target,0.00819469554691684,1.0,1.0,1.5928488487394226,0.728,0.7845884694401645,2.5328757762908936,0.5075982809066772,0.5096606016159058,0.9990406036376953,
41,sae_diff,target,0.011746461008925072,1.0,1.0,1.3683361366268552,0.692,0.7534668721109399,2.9634575843811035,0.5075982809066772,0.5096606016159058,0.9990406036376953,
41,sae_acts_post,target,0.014992606593953496,1.0,0.9999999999999999,1.7847405770807407,0.698,0.7327940421160759,4.438634395599365,,,,
41,sae_acts_and_error,target,0.01173443588124351,1.0,1.0,1.3713082383866118,0.692,0.7523112480739599,2.9621710777282715,0.5075982809066772,0.5096606016159058,0.9990406036376953,"[6355, 14132, 13716]"
42,sae_input,target,0.00790261080754274,1.0,1.0,1.7060941271723027,0.694,0.7721976826067474,2.4978880882263184,0.5018110871315002,0.5040102005004883,0.9994034171104431,
42,sae_diff,target,0.010958124802084013,1.0,1.0,1.3434589040750398,0.724,0.7700051213110557,2.896547555923462,0.5018110871315002,0.5040102005004883,0.9994034171104431,
42,sae_acts_post,target,0.015667472127304342,1.0,1.0,1.7041090950045255,0.692,0.7506561679790027,4.619494438171387,,,,
42,sae_acts_and_error,target,0.0109437008692804,1.0,0.9999999999999999,1.3419607699740737,0.722,0.770677293387107,2.8949124813079834,0.5018110871315002,0.5040102005004883,0.9994034171104431,"[4810, 690, 6250]"
43,sae_input,target,0.007910107537648809,1.0,1.0,1.6042041088028172,0.706,0.7682766788297805,2.497405529022217,0.525999128818512,0.5269812345504761,0.9996989965438843,
43,sae_diff,target,0.01075045070992258,1.0,0.9999999999999999,1.656728308012798,0.652,0.7139587734460022,2.8685476779937744,0.525999128818512,0.5269812345504761,0.9996989965438843,
43,sae_acts_post,target,0.015593380361587637,1.0,1.0,1.605178573821781,0.702,0.7495678893796811,4.550463676452637,,,,
43,sae_acts_and_error,target,0.010744238612033786,1.0,0.9999999999999999,1.662577656942127,0.654,0.7129985276230715,2.867793560028076,0.525999128818512,0.5269812345504761,0.9996989965438843,"[13716, 10744, 13354]"
44,sae_input,target,0.008285974620143473,1.0,1.0,1.7716640916248068,0.71,0.7584549576250821,2.536905288696289,0.5295000076293945,0.5320283770561218,0.9983134269714355,
44,sae_diff,target,0.011512036527706165,1.0,0.9999999999999999,1.3580005703731142,0.688,0.7499639532834553,2.942383289337158,0.5295000076293945,0.5320283770561218,0.9983134269714355,
44,sae_acts_post,target,0.01498983824537904,1.0,1.0,1.842997088503212,0.69,0.7330139861260193,4.506067276000977,,,,
44,sae_acts_and_error,target,0.011537207406519489,1.0,1.0,1.368567354849038,0.69,0.7490187282718404,2.944857120513916,0.5295000076293945,0.5320283770561218,0.9983134269714355,"[3935, 568, 14132]"
45,sae_input,target,0.008837829312671524,1.0,1.0,1.5757711166618484,0.75,0.7954749103942653,2.5983474254608154,0.5178163051605225,0.5180355310440063,0.9995729327201843,
45,sae_diff,target,0.011726118347498019,1.0,1.0,1.433034809615329,0.688,0.745615719406042,2.9602503776550293,0.5178163051605225,0.5180355310440063,0.9995729327201843,
45,sae_acts_post,target,0.015603178719820919,1.0,1.0,1.7700581123839747,0.7,0.7332469278033794,4.668956756591797,,,,
45,sae_acts_and_error,target,0.011717144967801523,1.0,1.0,1.4320716717448436,0.686,0.7454717101894521,2.9596822261810303,0.5178163051605225,0.5180355310440063,0.9995729327201843,"[3935, 15295, 13003]"
46,sae_input,target,0.00847353984356889,1.0,1.0,1.6209975184977643,0.726,0.7866685866973873,2.5558316707611084,0.5410088300704956,0.544426679611206,0.9986166954040527,
46,sae_diff,target,0.01141360953743645,1.0,1.0,1.3814515123171904,0.698,0.7680922894766317,2.9340639114379883,0.5410088300704956,0.544426679611206,0.9986166954040527,
46,sae_acts_post,target,0.015442308068543043,1.0,1.0,1.6988083337509547,0.7,0.7598521576345221,4.435383319854736,,,,
46,sae_acts_and_error,target,0.011433491526321102,1.0,1.0,1.3837487920635367,0.706,0.7675802812845006,2.9354441165924072,0.5410088300704956,0.544426679611206,0.9986166954040527,"[3935, 10281, 14132]"
47,sae_input,target,0.007939123768297935,1.0,0.9999999999999999,1.8450262373841255,0.706,0.7362500200028805,2.4989278316497803,0.5302788019180298,0.532624363899231,0.9989838004112244,
47,sae_diff,target,0.010800679905772475,1.0,1.0,1.6351496240129542,0.664,0.7212238562352979,2.8781449794769287,0.5302788019180298,0.532624363899231,0.9989838004112244,
47,sae_acts_post,target,0.015481441580944248,1.0,1.0,1.7838517539657337,0.682,0.727832807924341,4.457119941711426,,,,
47,sae_acts_and_error,target,0.010802583457010084,1.0,1.0,1.6383788596738464,0.674,0.720935814757325,2.878568649291992,0.5302788019180298,0.532624363899231,0.9989838004112244,"[14132, 10281, 3935]"
48,sae_input,target,0.008013063180440406,1.0,1.0,1.6436307993419967,0.736,0.7830608734789667,2.508220911026001,0.5291919708251953,0.5319330096244812,0.9988206028938293,
48,sae_diff,target,0.0112161472733207,1.0,1.0,1.4181789100897715,0.698,0.7489350757904552,2.91682505607605,0.5291919708251953,0.5319330096244812,0.9988206028938293,
48,sae_acts_post,target,0.015637141927548632,1.0,1.0,1.768356104814181,0.694,0.7517802317918053,4.660473823547363,,,,
48,sae_acts_and_error,target,0.01125839875983409,1.0,1.0,1.4138300795950076,0.704,0.7501085017119159,2.9202444553375244,0.5291919708251953,0.5319330096244812,0.9988206028938293,"[14132, 9029, 9666]"
49,sae_input,target,0.007974385809809054,1.0,0.9999999999999999,1.7467575884639865,0.714,0.7725369398854502,2.5023555755615234,0.5114541053771973,0.5132427215576172,0.9992387294769287,
49,sae_diff,target,0.011537549477650259,1.0,1.0,1.458476819216714,0.668,0.7306155845405978,2.942941904067993,0.5114541053771973,0.5132427215576172,0.9992387294769287,
49,sae_acts_post,target,0.01559383439650217,1.0,1.0,1.9662527740415414,0.696,0.7266689127400491,4.479487895965576,,,,
49,sae_acts_and_error,target,0.011572951838802695,1.0,1.0,1.474084801609958,0.668,0.7278882097190804,2.946033477783203,0.5114541053771973,0.5132427215576172,0.9992387294769287,"[14132, 14022, 15077]"
50,sae_input,target,0.007785433858747102,1.0,0.9999999999999999,1.534253861354975,0.724,0.7759294871794873,2.479276418685913,0.5270985960960388,0.5300137996673584,0.9989622831344604,
50,sae_diff,target,0.01106257181760839,1.0,0.9999999999999999,1.458242781193458,0.682,0.7458493589743589,2.9025518894195557,0.5270985960960388,0.5300137996673584,0.9989622831344604,
50,sae_acts_post,target,0.015629622640712257,1.0,1.0,1.7105428728991143,0.692,0.7461698717948718,4.493203639984131,,,,
50,sae_acts_and_error,target,0.01106630833562032,1.0,1.0,1.4525668509761789,0.69,0.7472916666666667,2.9031431674957275,0.5270985960960388,0.5300137996673584,0.9989622831344604,"[13716, 14132, 3935]"
51,sae_input,target,0.007368172445679525,1.0,1.0,2.039824759307074,0.684,0.7290594591128425,2.421335458755493,0.5307322144508362,0.5316365361213684,0.9998655915260315,
51,sae_diff,target,0.010656763117022195,1.0,1.0,1.6602969431322077,0.664,0.7140704403725613,2.853109836578369,0.5307322144508362,0.5316365361213684,0.9998655915260315,
51,sae_acts_post,target,0.015553855948896881,1.0,1.0,1.667000659675537,0.67,0.7256929415348113,4.390802383422852,,,,
51,sae_acts_and_error,target,0.010653382428541854,1.0,0.9999999999999999,1.661322116211069,0.664,0.7144872473107937,2.852780342102051,0.5307322144508362,0.5316365361213684,0.9998655915260315,"[13716, 1360, 15295]"
52,sae_input,target,0.007840866401486747,1.0,1.0,1.6385802136841754,0.714,0.7632772072606098,2.4888322353363037,0.5252673625946045,0.5258062481880188,0.9995190501213074,
52,sae_diff,target,0.011028657456868462,1.0,1.0,1.454216084923583,0.72,0.7546099745269872,2.899418592453003,0.5252673625946045,0.5258062481880188,0.9995190501213074,
52,sae_acts_post,target,0.015225971298729941,1.0,1.0,1.813369767320149,0.69,0.7300181034620868,4.507758140563965,,,,
52,sae_acts_and_error,target,0.011019236893278822,1.0,1.0,1.452387562386235,0.72,0.754609974526987,2.8982248306274414,0.5252673625946045,0.5258062481880188,0.9995190501213074,"[10906, 3032, 891]"
53,sae_input,target,0.008032419940796037,1.0,1.0,1.7236614709976397,0.722,0.7607438083114455,2.514456033706665,0.5153685212135315,0.5170576572418213,0.9993332624435425,
53,sae_diff,target,0.01122203335495129,1.0,1.0,1.5282541247810704,0.674,0.73813628965984,2.9118053913116455,0.5153685212135315,0.5170576572418213,0.9993332624435425,
53,sae_acts_post,target,0.014993357840147646,1.0,1.0,1.8605943905230247,0.698,0.7421002594305419,4.430783748626709,,,,
53,sae_acts_and_error,target,0.01123661273779513,1.0,1.0,1.5363593465674503,0.672,0.7376206513156834,2.913299322128296,0.5153685212135315,0.5170576572418213,0.9993332624435425,"[9666, 15766, 14132]"
54,sae_input,target,0.008042722073024602,1.0,1.0,1.5849163239421404,0.712,0.7687346977964826,2.506272792816162,0.5044243931770325,0.5069457292556763,0.9983488321304321,
54,sae_diff,target,0.011635541473970765,1.0,1.0,1.357532898458597,0.698,0.7614696516298347,2.947997570037842,0.5044243931770325,0.5069457292556763,0.9983488321304321,
54,sae_acts_post,target,0.014926061795302764,1.0,0.9999999999999999,1.8132744512831214,0.704,0.7393224624345905,4.474587440490723,,,,
54,sae_acts_and_error,target,0.011679309261803408,1.0,1.0,1.3588392986237696,0.696,0.7621897553247668,2.9516007900238037,0.5044243931770325,0.5069457292556763,0.9983488321304321,"[14132, 6726, 11546]"
55,sae_input,target,0.008135478519220835,1.0,1.0,1.6149272937546706,0.726,0.7896085591645845,2.5198161602020264,0.5027982592582703,0.5060865879058838,0.9986318945884705,
55,sae_diff,target,0.011711456979761087,1.0,1.0,1.326226265218465,0.714,0.7796944070728427,2.9567790031433105,0.5027982592582703,0.5060865879058838,0.9986318945884705,
55,sae_acts_post,target,0.01482903955835301,1.0,1.0,1.8647939872342594,0.668,0.7267922352488949,4.4205708503723145,,,,
55,sae_acts_and_error,target,0.011743820280381382,1.0,1.0,1.336397238490373,0.72,0.7783009802037286,2.9594106674194336,0.5027982592582703,0.5060865879058838,0.9986318945884705,"[13716, 14132, 15077]"
56,sae_input,target,0.00788455873882164,1.0,1.0,1.6508678144695703,0.72,0.7661533043032788,2.4900405406951904,0.5035722851753235,0.5036396980285645,0.9989262819290161,
56,sae_diff,target,0.011148702269316836,1.0,1.0,1.4081779908690542,0.692,0.7480308657786886,2.9013428688049316,0.5035722851753235,0.5036396980285645,0.9989262819290161,
56,sae_acts_post,target,0.015328934937803356,1.0,1.0,1.7773967830025663,0.7,0.7379610655737705,4.536138534545898,,,,
56,sae_acts_and_error,target,0.011140591709160695,1.0,1.0,1.410415606638505,0.686,0.7478547643442623,2.9002456665039062,0.5035722851753235,0.5036396980285645,0.9989262819290161,"[9666, 3935, 1002]"
57,sae_input,target,0.007295813514932642,1.0,1.0,1.718048526138257,0.704,0.7625928059395801,2.4147043228149414,0.5174456834793091,0.5180245041847229,0.999907374382019,
57,sae_diff,target,0.01043221359834187,1.0,1.0,1.5840884841720604,0.672,0.7285586277521762,2.8410074710845947,0.5174456834793091,0.5180245041847229,0.999907374382019,
57,sae_acts_post,target,0.014785585765518269,1.0,0.9999999999999999,1.739901033773711,0.694,0.7333429339477726,4.3807053565979,,,,
57,sae_acts_and_error,target,0.010439202497699928,1.0,1.0,1.5853673202282341,0.668,0.7284786226318485,2.841804265975952,0.5174456834793091,0.5180245041847229,0.999907374382019,"[9666, 4810, 13354]"
58,sae_input,target,0.007969786862935601,1.0,1.0,1.6604412387641565,0.702,0.7659925381499094,2.4996209144592285,0.5321101546287537,0.535233736038208,0.9988381266593933,
58,sae_diff,target,0.011542793886776991,1.0,1.0,1.278923054988485,0.702,0.7667291156266512,2.942951202392578,0.5321101546287537,0.535233736038208,0.9988381266593933,
58,sae_acts_post,target,0.015680278526800148,1.0,1.0,1.7052167393708286,0.658,0.7308770075739379,4.479006290435791,,,,
58,sae_acts_and_error,target,0.011563227513121369,1.0,1.0,1.2841618734403255,0.7,0.7652559606731678,2.944998025894165,0.5321101546287537,0.535233736038208,0.9988381266593933,"[14132, 10281, 9880]"
59,sae_input,target,0.008109963633253538,1.0,1.0,1.5862774322625832,0.74,0.7730212602459017,2.5138466358184814,0.5338439345359802,0.5347949266433716,0.9996483325958252,
59,sae_diff,target,0.011600629395609229,1.0,0.9999999999999999,1.4226224404618424,0.702,0.7588691086065575,2.9444191455841064,0.5338439345359802,0.5347949266433716,0.9996483325958252,
59,sae_acts_post,target,0.01586321781068939,1.0,1.0,1.7259525395558872,0.698,0.7376408811475409,4.5172319412231445,,,,
59,sae_acts_and_error,target,0.011592821743563061,1.0,1.0,1.4264420317601283,0.7,0.7580366290983607,2.943693161010742,0.5338439345359802,0.5347949266433716,0.9996483325958252,"[4810, 13716, 9666]"
60,sae_input,target,0.007949549673550426,1.0,1.0,1.7685133737534615,0.704,0.744723601935349,2.4983856678009033,0.5151513814926147,0.5165426135063171,0.9995212554931641,
60,sae_diff,target,0.011165924123463199,1.0,1.0,1.4147304422557718,0.698,0.7410586552217454,2.916320323944092,0.5151513814926147,0.5165426135063171,0.9995212554931641,
60,sae_acts_post,target,0.015171323686828643,1.0,1.0,1.679320909705572,0.672,0.7355933838067223,4.51806640625,,,,
60,sae_acts_and_error,target,0.011165738573464572,1.0,0.9999999999999999,1.4160006761727855,0.696,0.7410747295494367,2.9156405925750732,0.5151513814926147,0.5165426135063171,0.9995212554931641,"[13003, 7985, 15077]"
61,sae_input,target,0.007757890118709241,1.0,1.0,1.576275873016449,0.708,0.7719191563585157,2.477081060409546,0.532898485660553,0.5347619652748108,0.9988018274307251,
61,sae_diff,target,0.010774798466228088,1.0,1.0,1.536363734445032,0.66,0.7335776351794658,2.875763416290283,0.532898485660553,0.5347619652748108,0.9988018274307251,
61,sae_acts_post,target,0.015195882373514796,1.0,1.0,1.7029645456483575,0.692,0.74773967451313,4.350552082061768,,,,
61,sae_acts_and_error,target,0.010788995693743732,1.0,1.0,1.547575377773634,0.658,0.7316893632683106,2.8770627975463867,0.532898485660553,0.5347619652748108,0.9988018274307251,"[14132, 1360, 12566]"
62,sae_input,target,0.008433817162367326,1.0,1.0,1.5628490589204878,0.732,0.7893530845072696,2.556283712387085,0.5260363817214966,0.5296705961227417,0.9970705509185791,
62,sae_diff,target,0.011751768013548226,1.0,1.0,1.4079232182946675,0.736,0.774362201674977,2.9658279418945312,0.5260363817214966,0.5296705961227417,0.9970705509185791,
62,sae_acts_post,target,0.015402591218961923,1.0,1.0,1.8883227439831418,0.696,0.7377967113649933,4.556660175323486,,,,
62,sae_acts_and_error,target,0.011655728274612151,1.0,1.0,1.387004117830147,0.73,0.7771215568572395,2.956042766571045,0.5260363817214966,0.5296705961227417,0.9970705509185791,"[13003, 6426, 4946]"
63,sae_input,target,0.007689645749570461,1.0,1.0,1.7700230782054946,0.718,0.7627913678278688,2.476093292236328,0.5300862193107605,0.5305830240249634,0.9998077154159546,
63,sae_diff,target,0.011285260350511037,1.0,1.0,1.3807267738495566,0.704,0.7565637807377049,2.9225902557373047,0.5300862193107605,0.5305830240249634,0.9998077154159546,
63,sae_acts_post,target,0.015485254944206077,1.0,1.0,1.7949631042613379,0.666,0.7268026383196722,4.418630599975586,,,,
63,sae_acts_and_error,target,0.011295760020464382,1.0,1.0,1.3875844024673931,0.702,0.7560034579918031,2.9234421253204346,0.5300862193107605,0.5305830240249634,0.9998077154159546,"[13354, 594, 15077]"
64,sae_input,target,0.008094822013919522,1.0,1.0,1.7402323006145677,0.712,0.7605194805194805,2.517594814300537,0.520479679107666,0.5222183465957642,0.9985713362693787,
64,sae_diff,target,0.011225188728265077,1.0,1.0,1.4058055477238531,0.684,0.7521915584415584,2.918757438659668,0.520479679107666,0.5222183465957642,0.9985713362693787,
64,sae_acts_post,target,0.01549951283118429,1.0,1.0,2.1244900876174917,0.638,0.6817045454545455,4.419073104858398,,,,
64,sae_acts_and_error,target,0.011166810143943242,1.0,1.0,1.4099620917742066,0.682,0.7519642857142858,2.912687063217163,0.520479679107666,0.5222183465957642,0.9985713362693787,"[1360, 7985, 14788]"
65,sae_input,target,0.00797415488074891,1.0,1.0,1.5788551757393516,0.728,0.7851121794871795,2.509427547454834,0.5262890458106995,0.5288758277893066,0.9989000558853149,
65,sae_diff,target,0.011558216887871115,1.0,1.0,1.4659048154619345,0.726,0.761426282051282,2.9483156204223633,0.5262890458106995,0.5288758277893066,0.9989000558853149,
65,sae_acts_post,target,0.015589708452389956,1.0,1.0,1.900646177880089,0.692,0.7390224358974359,4.661873817443848,,,,
65,sae_acts_and_error,target,0.011569166827161961,1.0,1.0,1.468080390979872,0.728,0.7594230769230769,2.949093818664551,0.5262890458106995,0.5288758277893066,0.9989000558853149,"[13716, 14132, 3935]"
66,sae_input,target,0.007779694307292731,1.0,1.0,1.723299965427937,0.698,0.7552221100049696,2.4793286323547363,0.5275577306747437,0.5284296274185181,0.9990322589874268,
